ESPERANTO,ENGLISH,AFRIKÁANS,ALBANIAN,AZERBAIJANI,AZERI,BOSNIAN,CATALAN,CEBUANO,CZECH,CHICHEWA,CORSA,HAITIAN CREOLE,CROATIAN,DANISH,SLOVAK,SLOVENIAN,IRISH,ICELANDIC,SPANISH,ESTONIAN,BASQUE,FINNISH,FRENCH,FRIESIAN,SCOTTISH GAELIC,WELSH,GALICICIAN,HAUSA,HAWUAIAN,HMONG,HUNGARIAN,IGBO,INDONESIAN,ITALIAN,JAVANESE,KURDISH,LATIN,LATVIAN,LITHUANIAN,LUXEMBOURGISH,MALAY,MALAGASY,MALTESE,MAORI,DUTCH,NORWEGIAN,POLISH,PORTUGUESE,ROMANIAN,SAMOAN,SESOTHO,SHONA,SOMALI,SWAHILI,SWEDISH,SUNDANESE,TAGALOG,TURKISH,UZBEK,VIETNAMESE,XHOSA,YORUBA,ZULU,,,
Ŝipo,ship,skip,anije,gəmi,gəmi,brod,vaixell,barko,loď,sitimayo,battellu,bato,brod,skib,loď,ladja,long,skip,Embarcacion,laev,itsasontzi,alus,navire,skip,bàta,llong,buque,jirgin,moku,nkoj,hajó,ship,kapal,nave,kapal,gemî,navis,kuģis,laivas,Schëff,kapal,sambo,vapur,kaipuke,schip,skip,statek,navio,navă,vaʻa,sekepe,chikepe,markab,meli,fartyg,kapal,barko,gemi,kema,tàu,umkhumbi,omi,umkhumbi,,,
Sama,same,dieselfde,i njëjtë,eyni,eyni,isti,mateix,sama nga,stejný,yemweyo,listessu,menm,isti,samme,rovnaký,enako,céanna,sama,mismo,sama,bera,sama,même,selde,aon,yr un peth,mesmo,wannan,ia,tib,azonos,otu,sama,stesso,padha,wek yên din,idem,tas pats,tas pats,selwecht,sama,ihany,istess,taua,dezelfde,samme,podobnie,mesmo,la fel,lava lea e tasi,e tšoanang,chete,isla,sawa,samma,sarua,pareho,aynı,bir xil,tương tự,efanayo,kanna,esifanayo,,,
kurso,course,kursus,kurs,kurs,kurs,kurs,curs,Siyempre,kurs,Inde,corsu,kou,tečaj,Rute,kurz,Seveda,Ar ndóigh,Auðvitað,curso,kursus,Ikastaroa,kurssi,cours,ferrin,chùrsa,cwrs,curso,Hakika,holo ana,cov hoob kawm,tanfolyam,N'ezie,kuliah,corso,mesthi,kûrs,scilicet,kurss,kursas,natierlech,padang,Mazava ho azy,kors,te akoranga,Cursus,kurs,kierunek,curso,curs,moni,Ke 'nete hore,kosi,Dabcan,kozi,kurs,kursus,kurso,kurs,Kurs,khóa học,ke,dajudaju,Yiqiniso,,,
Ideo,idea,idee,ide,fikir,fikir,ideja,idea,ideya,nápad,lingaliro,'idea,lide,ideja,ide,nápad,ideja,smaoineamh,Hugmyndin,idea,idee,ideia,ajatus,idée,idee,beachd,syniad,idea,ra'ayin,manaʻo,lub tswv yim,ötlet,echiche,ide,idea,idea,fikir,idea,ideja,idėja,Iddi,idea,hevitra,-idea,whakaaro,idee,idé,pomysł,idéia,idee,manatu,maikutlo,zano,fikrad,wazo,aning,gagasan,idea,Fikir,fikr,ý tưởng,umbono,agutan,umqondo,,,
Homo,man,man,njeri,insan,insan,čovjek,home,tawo,muž,mwamuna,omu,nonm,čovjek,mand,muž,Moški,fear,maður,hombre,mees,gizon,mies,homme,man,fear,dyn,home,mutumin,ke kanaka,txiv neej,Férfi,nwoke,manusia,uomo,wong,mêr,vir,vīrietis,vyras,Mann,lelaki,olona,bniedem,tangata,Mens,Mann,mężczyzna,homem,om,tagata,monna,murume,nin,mtu,man,lalaki,lalaki,adam,kishi,Đàn ông,indoda,ọkunrin,indoda,,,
Ŝafo,sheep,skape,dhen,qoyun,qoyun,ovca,ovella,mga karnero,ovce,nkhosa,pecuri,mouton,ovca,får,ovce,ovce,caorach,sauðfé,oveja,lammas,ardiak,lammas,mouton,skiep,caoraich,defaid,ovella,tumaki,hipa,yaj,juh,aturu,domba,pecora,wedhus,pez,ovium,aita,avis,Schof,kambing biri-biri,ondry,nagħaġ,hipi,schapen,sau,owca,ovelha,oaie,mamoe,le linku tse ling,gwai,idaha,kondoo,får,domba,tupa,koyun,qo'y,con cừu,imvu,agutan,izimvu,,,
Kampo,field,veld,fushë,sahə,sahə,polje,camp,uma,pole,m'munda,chjosu,jaden,polje,Mark,lúka,polje,Gort,reit,campo,väli,eremu,ala,champ,fjild,achadh,maes,campo,filin,kahua,teb,terület,ubi,bidang,campo,lapangan,erd,agri,lauks,laukas,Beräich,bidang,saha,qasam,mara,veld-,felt,pole,campo,camp,laufanua,tšimo,munda,field,uwanja,fält,médan,parang,alan,dala,cánh đồng,zasendle,pápá,emkhakheni,,,
Kredi,to believe,om te glo,te besosh,inanmaq,inanmaq,vjerovati,creure,sa pagtuo,věřit,kukhulupirira,a cridite,kwè,vjerovati,at tro,veriť,verjeti,Creid,að trúa,creer,uskuma,sinetsi,uskoa,croire,leauwe,a chreidsinn,i gredu,Crer,to imani,E piliwi,kom ntseeg tau tias,hinni,kwere,percaya,credere,pracaya,bawer,credere,ticēt,tikėti,gleewen,untuk mempercayai,hino,temmen,ki te whakapono,geloven,å tro,wierzyć,acreditar,a crede,e talitonu,ho lumela,kutenda,in ay aaminsan yihiin,kuamini,att tro,mun yakin,maniwala,inanmak,ishonmoq,tin tưởng,ukukholwa,Láti gbàgbọ,ukukholwa,,,
Italio,Italy,Italië,Itali,İtaliya,İtaliya,Italija,Itàlia,Italy,Itálie,Italy,Italia,Itali,Italija,Italien,Taliansko,Italija,An Iodáil,Ítalía,Italia,Itaalia,Italian,Italia,Italie,Itaalje,An Eadailt,Yr Eidal,Italia,Italiya,Ikalia,Ltalis,Olaszország,Italy,Italia,Italia,Italia,Îtalya,Italia,Itālija,Italija,Italien,Italy,Italia,L-Italja,Italy,Italië,Italia,Włochy,Itália,Italia,Italia,Italy,Itari,Italy,Italia,Italien,Itali,Italya,İtalya,Italiya,Nước Ý,ElamaTaliyane,Italy,Italy,,,
Infano,child,kind,fëmijë,uşaq,uşaq,dijete,nen,bata,dítě,mwana,zitellu,timoun,dijete,barn,dieťa,otrok,leanbh,barnið,niño,laps,ume,lapsi,enfant,bern,phàiste,plentyn,neno,yaro,keiki,tus me nyuam,gyermek,nwa,anak,bambino,anak,zarok,puer,bērns,vaikas,Kand,kanak-kanak,zaza,tfal,tamaiti,kind,barn,dziecko,criança,copil,tamaitiiti,ngoana,mwana,ilmahaaga,mtoto,barn,anak,bata,çocuk,yosh bola,đứa trẻ,umntwana,ọmọ,ingane,,,
Varma,hot,warm,nxehtë,isti,isti,vruć,calenta,init nga,horký,otentha,temperature,cho,vruće,hed,horúco,vroče,te,heitt,caliente,kuum,beroa,kuuma,chaud,hyt,teth,poeth,quente,zafi,wela mai,kub,forró,na-ekpo ọkụ,panas,caldo,panas,germ,calidi,karsti,karštas,waarm,panas,mafana,sħun,wera,heet,varmt,gorąco,quente,Fierbinte,vevela,chesang,Hot,kulul,moto,varm,panas,mainit,Sıcak,issiq,nóng bức,hot,gbona,hot,,,
Ridi,laugh,lag,qesh,gülüş,gülüş,smijeh,riure,nagkatawa,smát se,Anaseka,prêt,ri,smijeh,grine,smiech,smeh,gáire,hlátur,risa,naerma,barre,nauraa,rire,laitsje,gàire,chwerthin,risada,dariya,akaaka,luag,nevetés,ochi,tertawa,ridere,ngguyu,ken,risu,smieties,juokas,laachen,ketawa,laugh,tidħaq,kata,lach,latter,śmiech,rir,a rade,ata,letseho,seka,qosli,Cheka,skratt,seuri,tumawa,gülmek,kulmoq,cười,laugh,yen,hleka,,,
Kuiri,cooking,kook,gatim,yemək,yemək,kuhanje,cuinar,pagluto,vaření,kuphika,coce,kwit manje,kuhanje,madlavning,varenie,kuhanje,cócaireachta,Elda,Cocinando,kokkamine,sukaldaritza,ruoanlaitto,cuisine,cooking,a 'còcaireachd,coginio,cociñar,dafa,sayings,ua noj ua haus,főzés,nri,memasak,cucinando,adhang,pijandinê de,coquo,gatavošanas,virimo,Kachen,memasak,mahandro,tisjir,tunu,Koken,matlaging,gotowanie,cozinhando,gătit,kuka,pheha,kubika,karinta,kupikia,matlagning,masak,nagluluto,yemek pişirme,pishirish,nấu nướng,ukupheka,sise,ukupheka,,,
Ludi,play,play,Luaj,oynamaq,oynamaq,play,jugar,play,hrát si,sewero,cumeddia,jwe,igra,Spil,hrať,igra,imirt,leika,jugar,mängida,antzezlan,pelata,jouer,toanielstik,cluiche,chwarae,xogar,play,hula,ua si,játék,play,bermain,giocare,play,lîsten,ludere,play,žaisti,Leeschtung,bermain,milalao,logħob,tākaro,Speel,spille,grać,jogar,Joaca,tala,papali,kutamba,play,kucheza,spela,ulin,pag-play,Oyna,o'yin,chơi,play,play,play,,,
Bruli,to burn,te verbrand,për të djegur,yandırmaq,yandırmaq,da gori,cremar,sunugon,hořet,kufukiza,d 'abbruciari,yo boule,gorjeti,at brænde,horieť,goreti,le sruthán,að brenna,para quemar,põletada,erre,polttaa,brûler,brâne,a losgadh,i losgi,para queimar,don a ƙona,e kuni i ka mea,mus hlawv,éget,isure,untuk membakar,bruciare,kanggo ngobong,bişewitîne,uri,sadedzināt,degti,ze verbrennen,untuk membakar,mandoro,jinħarqu,ki te tahu,verbranden,å brenne,palić się,queimar,a arde,e susunu,ho chesa,kupisa,si ay u gubaan,kwa kuchoma,att brinna,bakar,sunugin,yakmak,yoqishga,để đốt,ukuba zibaswe,lati iná,ukuze ngishise,,,
Timo,fear,vrees,frikë,qorxu,qorxu,strah,por,kahadlok,strach,mantha,Titre,pè,strah,frygt,strach,strah,eagla,ótti,temor,hirm,beldurra,pelko,peur,bangens,eagal,ofn,medo,tsoro,makau,ntshai,félelem,egwu,takut,paura,wedi,tirs,timor,bailes,baimė,Angscht,ketakutan,tahotra,biża,wehi,angst,frykt,strach,medo,frică,fefe,lebaka la ho tsaba,kutya,cabsi,hofu,rädsla,sieun,takot,korku,qo'rqinch,nỗi sợ,ukwesaba,iberu,ukwesaba,,,
Pagi,pay,pay,pay,pay,pay,Pay,pagament,pay,platit,malipiro,spenni,peye,platiti,betale,pay,plačilo,pá,borga,pagar,maksma,pay,maksaa,Payer,betelje,pàigheadh,cyflog,pagar,biya,uku,them nyiaj,fizetés,akwụ,membayar,pagare,pituwas,diravdanî,stipendium,pay,darbo užmokestis,bezuelen,gaji,vola,paga,utu,betalen,betale,zapłacić,pagar,a plati,totogi,patala,mari,pay,kulipa,betala,mayar,magbayad,ödemek,to'lash,trả,pay,sanwo,pay,,,
Lavi,wash,wash,larje,yumaq,yumaq,pranje,rentat,pagalabhan niya,praní,wosambitsa,sacro,lave,pranje,vask,umývanie,pranje,nigh,þvo,lavar,pesu,garbiketa,pestä,laver,waskje,nighe,golchi,lavar,wash,holoi ai,ntxuav,mosás,asacha,mencuci,lavare,wisuh,cilşûştin,lava,mazgāšana,skalbimas,wäschen,mencuci,Wash,ħasil,horoi,wassen,vask,myć się,lavar,spalare,fuluga,itlhatsoelitseng,geza,dhaqid,osha,tvätta,nyeuseuh,maghugas,yıkama,yuvish,rửa,ugeze,Wẹ,ukugeza,,,
ĉeno,chain,ketting,zinxhir,zəncir,zəncir,lanac,cadena,kadena,řetěz,tcheni,catina,chèn,lanac,kæde,reťaz,verige,slabhra,keðja,cadena,kett,katean,ketju,chaîne,ketting,sèine,cadwyn,cadea,sarkar,kaulahao,saw,lánc,yinye,rantai,catena,chain,merbend,torque,ķēde,grandinė,Kette,rantaian,rojo,katina,mekameka,keten,kjede,łańcuch,cadeia,lanţ,filifili,ketane,cheni,Silsilad,mlolongo,kedja,rante,kadena,Zincir,zanjir,chuỗi,chain,pq,chain,,,
Fajro,fire,vuur,zjarr,yanğın,yanğın,vatra,foc,sa kalayo,oheň,moto,u focu,dife,vatra,ild,požiarne,požar,tine,eldur,fuego,tulekahju,sute,antaa potkut,Feu,fjoer,teine,tân,lume,wuta,ahi,hluav taws kub,Tűz,ọkụ,api,fuoco,geni,agir,ignis,uguns,Ugnis,Feier,api,afo,nar,ahi,brand,Brann,ogień,fogo,foc,afi,mollo,moto,dabka,moto,brand,seuneu,apoy,ateş,yong'in,ngọn lửa,umlilo,ina,umlilo,,,
Neĝo,Snow,sneeu,borë,qar,qar,Snijeg,neu,Snow,Sníh,chipale,Snow,nèj,Snijeg,Sne,Sneh,sneg,Snow,Snow,Nieve,lumi,Elurra,Lumi,Neige,Snie,Snow,eira,neve,snow,Snow,Daus,Hó,snow,Salju,Neve,salju,Berf,Nix,sniegs,sniegas,Schnéi,salji,Snow,Snow,Snow,Sneeuw,Snø,Śnieg,Neve,Zăpadă,kiona,Snow,chando,Snow,Snow,Snö,salju,Niyebe,Kar,qor,Tuyết,Snow,Snow,Isithwathwa,,,
Kudri,sew,naaldwerk,qep,sew,sew,šiti,SEW,pagtahi,šít,kusoka,miaulement,koud,sašiti,sy,šiť,šivanje,sew,Sauma,coser,õmmelda,josi,ommella,Coudre,naaie,Mile,gwnïo,Sew,dinka,ka humuhumu i,xaws,varr,ikwa,menjahit,cucire,jahitan,dirûn,sem,sew,siūti,ugepecht,sew,manjaitra,sew,Tuitui,naaien,sy,szyć,costurar,a coase,suʻi,roka,sona,tolo,kushona,sy,ngaput,tumahi,dikmek,SEW,may,Sew,ran,Sew,,,
Ligno,wood,hout,dru,ağac,ağac,drva,fusta,kahoy,dřevo,nkhuni,legnu,bwa,drvo,træ,drevo,les,adhmad,viður,madera,puit,egurra,puu,bois,bosk,fiodh,pren,madeira,itace,laau,ntoo,faipari,osisi,kayu,legna,kayu,text,lignum,koks,mediena,Holz,kayu,hazo,injam,rakau,hout,tre,drewno,madeira,lemn,fafie,lehong,danda,alwaax,mbao,trä,kayu,kahoy,Odun,o'tin,gỗ,iinkuni,igi,izinkuni,,,
Pano,bread,brood,bukë,çörək,çörək,hljeb,pa,sa tinapay,chléb,mkate,u pane,pen,kruh,brød,chlieb,kruh,arán,brauð,un pan,leib,ogia,leipä,pain,bôle,aran,bara,pan,burodi,i ka berena,mov ci,kenyér,nri,roti,pane,roti,nan,panem,maize,duona,Brout,roti,-kanina,ħobż,taro,brood,brød,chleb,pão,pâine,falaoa,bohobe,chingwa,kibistii,mkate,bröd,roti,tinapay,ekmek,non,bánh mỳ,ukudla,akara,isinkwa,,,
Mono,money,geld,para,pul,pul,novac,diners,salapi,peníze,ndalama,soldi,lajan,novac,penge,peniaze,denar,airgead,peningar,dinero,raha,dirua,raha,argent,jild,airgid,arian,diñeiro,kudi,kala,nyiaj,pénz,ego,uang,i soldi,dhuwit,dirav,pecunia,nauda,pinigai,Suen,wang,vola,flus,moni,geld,penger,pieniądze,dinheiro,bani,tupe,chelete,mari,lacag,fedha,pengar,duit,pera,para,pul,tiền bạc,imali,owo,imali,,,
Urbo,City,Stad,qytet,şəhər,şəhər,grad,ciutat,City,Město,City,cità,City,Grad,by,veľkomesto,Kraj,Cathair,Borg,Ciudad,linn,hiria,Kaupunki,Ville,Stêd,City,City,cidade,City,City,Lub nroog,Város,City,Kota,Città,City,Bajar,Urbs,pilsēta,miestas,City,City,City,belt,City,stad,By,Miasto,Cidade,Oraș,aʻai,City,guta,City,City,Stad,kota,lungsod,Kent,shahar,thành phố,City,City,City,,,
Varma,hot,warm,nxehtë,isti,isti,vruć,calenta,init nga,horký,otentha,temperature,cho,vruće,hed,horúco,vroče,te,heitt,caliente,kuum,beroa,kuuma,chaud,hyt,teth,poeth,quente,zafi,wela mai,kub,forró,na-ekpo ọkụ,panas,caldo,panas,germ,calidi,karsti,karštas,waarm,panas,mafana,sħun,wera,heet,varmt,gorąco,quente,Fierbinte,vevela,chesang,Hot,kulul,moto,varm,panas,mainit,Sıcak,issiq,nóng bức,hot,gbona,hot,,,
Rompi,break,breek,pushim,fasilə,fasilə,pauza,trencar,break,přestávka,yopuma,ruttura,repo,pauza,pause,prestávka,odmor,sos,brot,descanso,paus,break,tauko,Pause,brekke,fois,egwyl,pausa,hutu,wanaao ae,so,szünet,ezumike,istirahat,rompere,break,şikesta,intermissum,pārtraukums,pertrauka,Stand,percutian,break,waqfa,whati,breken,gå i stykker,przerwa,pausa,pauză,mālōlō,khefu,zororo,nasashada,mapumziko,ha sönder,peunggas,pahinga,mola,tanaffus,phá vỡ,ikhefu,Bireki,ikhefu,,,
Boli,boil,kook,vlim,Qaynamaq,Qaynamaq,čir,bullir,hubag,vařit,chithupsa,bollari,bouyi,kuhati,koge,variť,zavrite,boil,sjóða,hervir,keema,irakiten,kiehua,ébullition,siede,goil,berwi,fervura,tafasa,hoʻolapalapa,haus,forral,obụpde,mendidih,Bollire,godhok,kelandin,ulcus,augonis,virti,iwwerdecken,didih,vay,għalli,whewhe,B' olie,Kok opp,gotować,ferver,a fierbe,puna,lethopa,fashaira,kasoobaxa,jipu,koka upp,ngagolakan,pigsa,kaynama,pishmoq,sôi lên,yethumba,sise,thumba,,,
Kato,Kato,Kato,Kato,Kato,Kato,kato,Kato,Kato,Kato,Kato,Kato,Kato,Kato,Kato,Kato,Kato,Kato,Kato,Kato,Kato,Kato,kato,Kato,Kato,Kato,Kato,Kato,Kato,Kato,Kato,Kato,Kato,Kato,Kato,Kato,Kato,kato,Kato,kato,Kato,Kato,Kato,Kato,kato,Kato,Kato,Kato,Kato,Kato,Kato,Kato,Kato,Kato,Kato,Kato,Kato,Kato,Kato,Kato,Kato,Kato,Kato,Kato,,,
Reĝo,king,koning,mbret,kral,kral,kralj,rei,hari,král,mfumu,re,wa,kralj,konge,kráľ,kralj,Rí,konungur,Rey,kuningas,errege,kuningas,Roi,kening,righ,brenin,rei,Sarkin,ke alii,huab tais,király,eze,raja,re,king,qiral,rex,karalis,karalius,Kinnek,raja,mpanjaka,king,kingi,koning,konge,król,rei,rege,tupu,morena o ile a,mambo,Boqor,mfalme,kung,raja,hari,kral,qirol,nhà vua,inkosi,ọba,inkosi,,,
Izraelo,Israel,Israel,Izrael,İsrail,İsrail,Izrael,Israel,Israel,Izrael,Israel,Israele,pèp Izrayèl la,Izrael,Israel,Izrael,Izrael,israel,israel,Israel,Iisrael,Israel,Israel,Israël,Israel,Iosrael,Israel,Israel,Isra'ila,Iseraela,Ixayees,Izrael,Israel,Israel,Israele,Israel,Îsraîl,Israel,Izraēla,Izraelis,Israel,Israel,Isiraely,Iżrael,Iharaira,Israël,Israel,Izrael,Israel,Israel,Isalaeru,israel,Izirayeri,Israa'iil,Israel,Israel,Israel,Israel,İsrail,Isroil,Người israel,Sirayeli,Israeli,Israyeli,,,
Morti,die,sterf,vdes,ölmək,ölmək,umrijeti,morir,mamatay,zemřít,kufa,mori,mouri,umrijeti,dø,zomrieť,die,bás,deyja,morir,surema,hiltzen,kuolla,mourir,stjerre,bàsaich,yn marw,morrer,mutu,make,tuag,meghal,anwụ,mati,morire,mati,mirin,morietur,nomirt,mirti,stierwen,mati,maty,die,mate,dood gaan,dø,umierać,morrer,a muri,oti,shoa,kufa,dhiman,kufa,dö,paeh,mamatay,ölmek,vafot,chết,bafe,kú,die,,,
Amuza,fun,pret,argëtim,əyləncə,əyləncə,zabava,diversió,makalingaw,zábava,zosangalatsa,Fun,plezi,zabava,sjovt,zábava,zabavno,craic,gaman,divertido,lõbu,fun,hauska,amusement,wille,spòrs,hwyl,diversión,fun,leʻaleʻa,kev lom zem,móka,fun,kesenangan,divertimento,fun,henek,amet,jautrība,linksma,Spaass,menyeronokkan,fahafinaretana,gost,ngahau,pret,moro,zabawa,Diversão,distracţie,fiafia,monate,mafaro,madadaalo,furaha,roligt,kabungahan,saya,eğlence,qiziqarli,vui vẻ,fun,fun,fun,,,
Naskiĝi ,born,gebore,i lindur,anadan,anadan,rođen,nascut,natawo,narozený,anabadwa,nés,fèt,rođen,Født,narodený,Rojen,rugadh,fæddur,nacido,sündinud,jaio,syntynyt,née,berne,Rugadh,eni,nado,haife,hanau,yug,született,mụrụ,lahir,Nato,lair,zayî,natus,dzimis,gimė,gebuer,dilahirkan,teraka,imwieled,whanau,geboren,Født,urodzony,nascermos,născut,fanau,hlahetse,akaberekwa,dhashay,kuzaliwa,född,dilahirkeun,ipinanganak,doğan,tug'ilgan,sinh ra,ozelwe,bi,ozalwa,,,
Tranĉi,cut,sny,prerje,kəsmək,kəsmək,rez,tallada,cut,střih,odulidwa,verso,koupe,izrezati,skære,rez,cut,gearrtha,skera,cortar,lõigatud,ebaki,leikata,Couper,snije,gearradh,torri,corte,yanke,e oki ai,txiav,vágott,ịkpụ,memotong,tagliare,Cut,birrîn,secare,griezt,supjaustyti,Géigewier,cut,Hetezo,maqtugħa,tapahia,besnoeiing,kutte opp,skaleczenie,cortar,a tăia,tipi,sehiloeng,cheka,cut,kata,skära,motong,hiwa,kesmek,kesilgan,cắt,cut,ge,Imi,,,
Memoro,memory,geheue,kujtim,yaddaş,yaddaş,memorija,memòria,handumanan,Paměť,chikumbukiro,memoria,memwa,memorija,hukommelse,Pamäť,spomin,cuimhne,minni,memoria,mälu,memoria,muisti,Mémoire,oantinken,memory,cof,memoria,memory,paʻa,nco,memória,ebe nchekwa,Penyimpanan,memoria,memori,bîr,memoriae,atmiņa,atmintis,Erënnerung,memori,fahatsiarovana,memorja,pūmahara,geheugen,hukommelse,pamięć,memória,memorie,manatua,memori.hlahloba,ndangariro,xusuusta,kumbukumbu,minne,ingetan,memorya,hafıza,xotira,ký ức,memory,iranti,inkumbulo,,,
Fidi,to trust,te vertrou,të besimit,inam,inam,vjerovati,confiar,sa pagsalig,věřit,mkukhulupirika,à cuntrollu ghjudiziariu,ou konfyans,vjerovati,at stole på,veriť,zaupati,chun muinín,að treysta,confiar,usaldama,konfiantza izateko,luottaa,faire confiance,fertrouwe,gus earbsa,i ymddiried,a confianza,to dõgara,i ka hilinaʻi,rau kev ntseeg siab,bízni,na ntụkwasị obi,mempercayai,fidarsi,kanggo dateng,bi baweriya,ad confidunt,uzticēties,pasitikėti,vertrauen,kepada amanah,matoky,għall-fiduċja,ki te whakawhirinaki,vertrouwen,til å stole på,ufać,confiar,a avea incredere,e faalagolago,ho ho tšepa ha,kuti chivimbo,si trust,kwa imani,att lita på,mun percaya,pagkatiwalaan,güvenmek,ishonmoq,tin tưởng,ukuthembela,to igbekele,Endabeni yokwethembela,,,
Plori,cry,geroep,qaj,ağlamaq,ağlamaq,krik,plorar,naghilak,plakat,kulira,lamentu,rèl,plakati,skrig,výkrik,jok,caoin,gráta,llorar,nutma,negar egin,itkeä,cri,gûle,glaodh,crio,berro,kira,kahea ana,quaj,kiáltás,akwa,menangis,piangere,nangis,girîn,clamoris,sauciens,šauksmas,kräischen,menangis,mitaraina,cry,tangi,huilen,gråte,płakać,chore,strigăt,alaga,mohoo,kuchema,qaylada,kilio,gråta,ceurik,sigaw,Ağla,hayqiriq,khóc,ukukhala,igbe,ukukhala,,,
Komuna,common,algemene,i zakonshëm,ümumi,ümumi,često,comuna,komon nga,běžný,wamba,cumune,komen,uobičajen,almindelige,obyčajný,običajni,coitianta,sameiginlegt,común,ühine,ohikoa,yhteinen,commun,gewoan,cumanta,cyffredin,común,kowa,", he pono ole",ntau,gyakori,nkịtị,umum,Comune,umum,hevre,communia,kopīgs,bendras,gemeinsam,bersama-sama,iraisana,komuni,noa,gemeenschappelijk,felles,wspólny,comum,uzual,masani,ho tloaelehile hore batho,zvakajairika,caadi,kawaida,allmänning,umum,karaniwan,Yaygın,umumiy,chung,kuvamile,wọpọ,ezivamile,,,
Instrui,to teach,om te onderrig,për të mësuar,öyrətmək,öyrətmək,učiti,ensenyar,sa pagtudlo sa,učit,kuphunzitsa,à Teach,anseye,naučiti,at lære,učiť,učiti,Múin,að kenna,enseñar,õpetama,irakasteko,opettaa,enseigner,les jaan,a theagasg,i ddysgu,ensinar,don ya koya,e ao mai,rau qhia,tanítani,na-akụzi,untuk mengajar,insegnare,kanggo mulangi,ji bo hîn,docere,mācīt,mokyti,bäibréngen,untuk mengajar,mampianatra,li jgħallmu,ki te whakaako,leren,å lære,nauczać,ensinar,a invata,e aoao,ba lokela ho ruta,kudzidzisa,in laydin baro,kufundisha,att undervisa,ngajar,magturo,öğretmek,o'rgatish,dạy,ukufundisa,to kọni,ukufundisa,,,
Dento,tooth,tand,dhëmb,diş,diş,zub,dent,ngipon,zub,dzino,dente,dan,zub,tand,zub,zob,fiacail,tönn,diente,hammas,hortza,hammas,dent,tosk,fiacail,dant,dente,hakori,niho,hniav,fog,edet,gigi,dente,waos,diran,dente,zobs,dantis,Zännofdréck,gigi,nify,sinna,niho,tand,tann,ząb,dente,dinte,nifo,leino,zino,ilig,jino,tand,huntu,ngipin,diş,tish,răng,izinyo,ehin,izinyo,,,
abelo,bee,bee,bletë,arı,arı,pčela,abella,putyukan,včela,njuchi,apicultura,myèl,pčela,bi,včela,čebela,beach,bí,abeja,mesilane,erlea,mehiläinen,abeille,bij,bee,gwenyn,abella,kudan zuma,nalo meli ia,muv,méh,anu,lebah,ape,tawon,mêşa hûngiv,"apes,",bite,bitė,BEE,lebah,renitantely,naħla,pī,bij,Bie,pszczoła,abelha,albină,pī,notši,nyuchi,shinni,nyuki,bi,nyiruan,pukyutan,bal arısı,asalari,con ong,bee,Bee,bee,,,
Regulo,rule,reël,rregull,qayda,qayda,pravilo,regla,sa pagmando sa,pravidlo,ulamuliro,regnu,règ,Pravilo,Herske,pravidlo,pravilo,riail,regla,regla,reegel,arau,sääntö,règle,regel,riaghailt,rheol,regra,mulki,rula,txoj cai,szabály,iwu,aturan,regola,aturan,rêz,lex,noteikums,taisyklė,Regel,peraturan,fitsipika,regola,ture,regel,regel,reguła,regra,regulă,tulafono,puso ea,mutemo,sharci,utawala,regel,aturan,patakaran,kural,qoida,qui định,mthetho,ofin,umthetho,,,
Avo,grandfather,oupa,gjysh,baba,baba,deda,avi,apohan nga lalaki,dědeček,agogo,babbone,granpapa,deda,bedstefar,dedko,dedek,seanathair,afi,abuelo,vanaisa,aitona,isoisä,grand-père,pake,seanair,taid,avó,kakan,kupunakāne,yawg,nagyapa,nna nna,kakek,nonno,mbah,bapîr,avus,vectēvs,senelis,Grousspapp,datuk,raibe,grandfather,koroua,opa,farfar,Dziadek,avô,bunic,tanē o le tinā,Ntate-moholo,sekuru,awoowe,babu,farfar,aki,lolo,Büyük baba,buva,ông nội,utatomkhulu,grandfather,umkhulu,,,
Onklo,uncle,oom,dajë,əmi,əmi,ujak,oncle,uyoan,strýc,amalume,ziu,tonton,ujak,onkel,strýko,stric,uncail,frændi,tío,onu,osaba,setä,oncle,omke,bràthair-athar,ewythr,tío,kawun,makua,tus txiv ntxawm,nagybácsi,nwanne nna,paman,zio,lik,mam,avunculus,tēvocis,dėdė,Monni,bapa saudara,rahalahin-drain'i,ziju,matua keke,oom,onkel,wujek,tio,unchi,uso o le tamā,Malome,sekuru,adeerkiis,mjomba,farbror,mamang,tiyuhin,amca dayı,tog'a,Chú,umalume,arakunrin,umalume,,,
multe,much,veel,shumë,çox,çox,mnogo,molt,daghan,hodně,kwambiri,assai,anpil,mnogo,meget,veľa,veliko,i bhfad níos,mikið,mucho,palju,askoz,paljon,beaucoup,folle,mòr,llawer,moito,yawa,nui,npaum li cas,sokkal,ihe,banyak,tanto,akeh,pir,tantum,daudz,daug,vill,banyak,be,ħafna,nui,veel,mye,wiele,Muito de,mult,tele,haholo,zvikuru,badan,mengi,mycket,teuing,marami,çok,ko'p,nhiều,kakhulu,pọ,okuningi,,,
